sample_id,split,label_up,forward_return,contract,anchor_ts
101,train,1,0.001562328088898779,SiH4,2024-01-10 13:30:00
102,train,1,0.0019031903190318555,SiH4,2024-01-10 13:45:00
103,train,1,0.0016612574949117498,SiH4,2024-01-10 14:00:00
105,train,1,0.0012758328658946105,SiH4,2024-01-10 14:30:00
106,train,1,0.0011325900024190538,SiH4,2024-01-10 14:45:00
107,train,1,0.0034521931904663017,SiH4,2024-01-10 15:00:00
108,train,1,0.0031076092346686846,SiH4,2024-01-10 15:15:00
109,train,1,0.0016947660342474524,SiH4,2024-01-10 15:30:00
110,train,1,0.0017268877522960135,SiH4,2024-01-10 15:45:00
111,train,1,0.0007916176486757465,SiH4,2024-01-10 16:00:00
112,train,0,-0.0009663745579934213,SiH4,2024-01-10 16:15:00
113,train,0,-0.0007574759583717228,SiH4,2024-01-10 16:30:00
115,train,0,-0.0009550469290301455,SiH4,2024-01-10 17:00:00
116,train,0,-0.0014158709252551915,SiH4,2024-01-10 17:15:00
117,train,0,-0.0015475628628814908,SiH4,2024-01-10 17:30:00
118,train,0,-0.0005712904572521271,SiH4,2024-01-10 17:45:00
119,train,0,-0.0016242317822651176,SiH4,2024-01-10 18:00:00
120,train,0,-0.000505283507985621,SiH4,2024-01-10 18:15:00
121,train,0,-0.00039546533087264635,SiH4,2024-01-10 18:30:00
122,train,0,-0.0011090004721486801,SiH4,2024-01-10 18:45:00
123,train,0,-0.007529127280721082,SiH4,2024-01-11 08:45:00
124,train,0,-0.00698631342692424,SiH4,2024-01-11 09:00:00
125,train,0,-0.0063963537480871135,SiH4,2024-01-11 09:15:00
126,train,0,-0.004356121177365835,SiH4,2024-01-11 09:30:00
127,train,0,-0.002707182320441981,SiH4,2024-01-11 09:45:00
129,train,1,0.000608521514001481,SiH4,2024-01-11 10:15:00
131,train,0,-0.0005309382120656236,SiH4,2024-01-11 10:45:00
133,train,0,-0.0014064230343300288,SiH4,2024-01-11 11:15:00
134,train,0,-0.0018699447868373298,SiH4,2024-01-11 11:30:00
135,train,0,-0.0012179054241079346,SiH4,2024-01-11 11:45:00
136,train,0,-0.0036410721795524514,SiH4,2024-01-11 12:00:00
137,train,0,-0.0030670091678107747,SiH4,2024-01-11 12:15:00
138,train,0,-0.0034232158287726966,SiH4,2024-01-11 12:30:00
139,train,0,-0.0023594310780273853,SiH4,2024-01-11 12:45:00
140,train,0,-0.003112056172060118,SiH4,2024-01-11 13:00:00
141,train,0,-0.004461567416165657,SiH4,2024-01-11 13:15:00
142,train,0,-0.004385187810063806,SiH4,2024-01-11 13:30:00
143,train,0,-0.004241652361703263,SiH4,2024-01-11 13:45:00
144,train,0,-0.002670153007522935,SiH4,2024-01-11 14:00:00
145,train,0,-0.0032464654522891268,SiH4,2024-01-11 14:15:00
146,train,0,-0.0034226091579716567,SiH4,2024-01-11 14:30:00
147,train,0,-0.003301756135394185,SiH4,2024-01-11 14:45:00
148,train,0,-0.005001881238518857,SiH4,2024-01-11 15:00:00
149,train,0,-0.005418076472279321,SiH4,2024-01-11 15:15:00
150,train,0,-0.0042275810931948765,SiH4,2024-01-11 15:30:00
151,train,0,-0.0038292126873105126,SiH4,2024-01-11 15:45:00
152,train,0,-0.003975680793807279,SiH4,2024-01-11 16:00:00
153,train,0,-0.003049693367194184,SiH4,2024-01-11 16:15:00
154,train,0,-0.003414331323164266,SiH4,2024-01-11 16:30:00
155,train,0,-0.0030041348424214576,SiH4,2024-01-11 16:45:00
156,train,0,-0.0009441402214841466,SiH4,2024-01-11 17:00:00
157,train,0,-0.0017103699507990955,SiH4,2024-01-11 17:15:00
158,train,0,-0.0009782451615771848,SiH4,2024-01-11 17:30:00
159,train,0,-0.002176254399698041,SiH4,2024-01-11 17:45:00
160,train,0,-0.0014331263261972982,SiH4,2024-01-11 18:00:00
161,train,0,-0.0007005916106934684,SiH4,2024-01-11 18:15:00
162,train,0,-0.0007229612492770654,SiH4,2024-01-11 18:30:00
163,train,0,-0.00047824539549778944,SiH4,2024-01-11 18:45:00
164,train,0,-0.0013251670378618963,SiH4,2024-01-12 08:45:00
167,train,1,0.0008034458901511332,SiH4,2024-01-12 09:30:00
168,train,1,0.0017086571964621822,SiH4,2024-01-12 09:45:00
169,train,1,0.001238687214739187,SiH4,2024-01-12 10:00:00
170,train,1,0.0034084305574180185,SiH4,2024-01-12 10:15:00
171,train,1,0.0027123260148897987,SiH4,2024-01-12 10:30:00
172,train,1,0.0046211546189220964,SiH4,2024-01-12 10:45:00
173,train,1,0.005571994863491803,SiH4,2024-01-12 11:00:00
174,train,1,0.005396045134621774,SiH4,2024-01-12 11:15:00
175,train,1,0.005156311168279082,SiH4,2024-01-12 11:30:00
176,train,1,0.0035855505663158205,SiH4,2024-01-12 11:45:00
177,train,1,0.001988871259692937,SiH4,2024-01-12 12:00:00
178,train,1,0.0030527692978630228,SiH4,2024-01-12 12:15:00
179,train,1,0.0017655406688941166,SiH4,2024-01-12 12:30:00
180,train,1,0.0034836202853889553,SiH4,2024-01-12 12:45:00
181,train,1,0.0037502092750711924,SiH4,2024-01-12 13:00:00
182,train,1,0.0048505711156312525,SiH4,2024-01-12 13:15:00
183,train,1,0.0030135946603566666,SiH4,2024-01-12 13:30:00
184,train,1,0.002140921711399235,SiH4,2024-01-12 13:45:00
185,train,1,0.0013481743936001322,SiH4,2024-01-12 14:00:00
186,train,1,0.0019844145419680714,SiH4,2024-01-12 14:15:00
187,train,1,0.0027094529803983747,SiH4,2024-01-12 14:30:00
188,train,1,0.0026979720614959124,SiH4,2024-01-12 14:45:00
189,train,1,0.002429727380129698,SiH4,2024-01-12 15:00:00
190,train,1,0.0016260343694662893,SiH4,2024-01-12 15:15:00
191,train,1,0.000868268139011974,SiH4,2024-01-12 15:30:00
192,train,0,-0.0011110864203017767,SiH4,2024-01-12 15:45:00
193,train,0,-0.0018655473382637178,SiH4,2024-01-12 16:00:00
194,train,0,-0.0015112286511173023,SiH4,2024-01-12 16:15:00
196,train,1,0.0008458824446002655,SiH4,2024-01-12 16:45:00
197,train,1,0.002375217449484879,SiH4,2024-01-12 17:00:00
198,train,1,0.0019286510590859063,SiH4,2024-01-12 17:15:00
199,train,1,0.002665952771363944,SiH4,2024-01-12 17:30:00
201,train,0,-0.00043366581045467534,SiH4,2024-01-12 18:00:00
205,train,0,-0.006675433513127937,SiH4,2024-01-15 08:45:00
206,train,0,-0.00542719628359889,SiH4,2024-01-15 09:00:00
207,train,0,-0.0035678734802984113,SiH4,2024-01-15 09:15:00
208,train,0,-0.002325321408608194,SiH4,2024-01-15 09:30:00
209,train,0,-0.0015108275977840924,SiH4,2024-01-15 09:45:00
210,train,0,-0.002156954782181142,SiH4,2024-01-15 10:00:00
211,train,0,-0.0016218150907097995,SiH4,2024-01-15 10:15:00
212,train,1,0.0034835399935033706,SiH4,2024-01-15 10:30:00
213,train,1,0.004110709125326295,SiH4,2024-01-15 10:45:00
214,train,1,0.0023295664542430927,SiH4,2024-01-15 11:00:00
216,train,0,-0.00045923967830818757,SiH4,2024-01-15 11:30:00
218,train,0,-0.001432520452586905,SiH4,2024-01-15 12:00:00
219,train,1,0.0010202251222029002,SiH4,2024-01-15 12:15:00
220,train,1,0.002277291033306872,SiH4,2024-01-15 12:30:00
221,train,1,0.0028633347182140945,SiH4,2024-01-15 12:45:00
222,train,1,0.0020094748422729847,SiH4,2024-01-15 13:00:00
223,train,1,0.001829569433843714,SiH4,2024-01-15 13:15:00
225,train,1,0.0009872886585216012,SiH4,2024-01-15 13:45:00
226,train,1,0.00116771274266525,SiH4,2024-01-15 14:00:00
227,train,1,0.002233696262206708,SiH4,2024-01-15 14:15:00
229,train,1,0.00056041246357319,SiH4,2024-01-15 14:45:00
231,train,1,0.0004033116366610745,SiH4,2024-01-15 15:15:00
232,train,0,-0.003761664508639573,SiH4,2024-01-15 15:30:00
233,train,0,-0.004685094705842996,SiH4,2024-01-15 15:45:00
234,train,0,-0.0031957092575004564,SiH4,2024-01-15 16:00:00
235,train,0,-0.0014549524342473141,SiH4,2024-01-15 16:15:00
237,train,0,-0.0007616999350315012,SiH4,2024-01-15 16:45:00
239,train,0,-0.0008063883880071732,SiH4,2024-01-15 17:15:00
240,train,0,-0.0013878939828080306,SiH4,2024-01-15 17:30:00
241,train,0,-0.0012204407022572417,SiH4,2024-01-15 17:45:00
242,train,0,-0.0005265693447012998,SiH4,2024-01-15 18:00:00
243,train,0,-0.000616211976920078,SiH4,2024-01-15 18:15:00
244,train,0,-0.0004596051879336427,SiH4,2024-01-15 18:30:00
245,train,0,-0.000560406182401052,SiH4,2024-01-15 18:45:00
246,train,1,0.0016812750790198283,SiH4,2024-01-16 08:45:00
247,train,1,0.0011974037600717136,SiH4,2024-01-16 09:00:00
248,train,1,0.000940375702483065,SiH4,2024-01-16 09:15:00
249,train,1,0.0012097858231023828,SiH4,2024-01-16 09:30:00
250,train,1,0.001544851056207941,SiH4,2024-01-16 09:45:00
251,train,1,0.003489324462296217,SiH4,2024-01-16 10:00:00
252,train,1,0.00265632530458082,SiH4,2024-01-16 10:15:00
253,train,1,0.0025999058654773144,SiH4,2024-01-16 10:30:00
254,train,1,0.0017709033848913869,SiH4,2024-01-16 10:45:00
255,train,1,0.004086765168186179,SiH4,2024-01-16 11:00:00
256,train,1,0.0025353661135978367,SiH4,2024-01-16 11:15:00
257,train,1,0.00044821442578135695,SiH4,2024-01-16 11:30:00
259,train,0,-0.0004577681013788748,SiH4,2024-01-16 12:00:00
260,train,1,0.0009732196791731873,SiH4,2024-01-16 12:15:00
261,train,0,-0.00042508445756983537,SiH4,2024-01-16 12:30:00
262,train,1,0.0004369992716679594,SiH4,2024-01-16 12:45:00
263,train,1,0.0009410604855424332,SiH4,2024-01-16 13:00:00
264,train,1,0.0012325482374559993,SiH4,2024-01-16 13:15:00
265,train,0,-0.0010973138205555566,SiH4,2024-01-16 13:30:00
266,train,0,-0.0016113150120848907,SiH4,2024-01-16 13:45:00
267,train,0,-0.0016989504510043218,SiH4,2024-01-16 14:00:00
268,train,0,-0.0012973940275137208,SiH4,2024-01-16 14:15:00
270,train,0,-0.0010841986430750739,SiH4,2024-01-16 14:45:00
271,train,0,-0.0009503577817531195,SiH4,2024-01-16 15:00:00
272,train,0,-0.001285519461646789,SiH4,2024-01-16 15:15:00
273,train,0,-0.0007935975677910712,SiH4,2024-01-16 15:30:00
275,train,0,-0.0007603542356203752,SiH4,2024-01-16 16:00:00
277,train,1,0.0012880391563903082,SiH4,2024-01-16 16:30:00
279,train,0,-0.001117018899959743,SiH4,2024-01-16 17:00:00
280,train,0,-0.0007152356366155743,SiH4,2024-01-16 17:15:00
281,train,1,0.001063163078024898,SiH4,2024-01-16 17:30:00
282,train,1,0.0009744187088391865,SiH4,2024-01-16 17:45:00
283,train,1,0.0005484358386032007,SiH4,2024-01-16 18:00:00
284,train,1,0.0005595595147500632,SiH4,2024-01-16 18:15:00
285,train,1,0.00228671352187515,SiH4,2024-01-16 18:30:00
286,train,1,0.0021406796377656523,SiH4,2024-01-16 18:45:00
287,train,1,0.0047929212240382935,SiH4,2024-01-17 08:45:00
288,train,1,0.0061881464602462355,SiH4,2024-01-17 09:00:00
289,train,1,0.00367273579745242,SiH4,2024-01-17 09:15:00
290,train,1,0.004366665922137081,SiH4,2024-01-17 09:30:00
291,train,1,0.006855289644374762,SiH4,2024-01-17 09:45:00
292,train,1,0.0031794196722407797,SiH4,2024-01-17 10:00:00
293,train,1,0.0031114084978254297,SiH4,2024-01-17 10:15:00
294,train,1,0.0017715285282942084,SiH4,2024-01-17 10:30:00
295,train,1,0.0011130651588344698,SiH4,2024-01-17 10:45:00
296,train,0,-0.0006552279415847906,SiH4,2024-01-17 11:00:00
297,train,1,0.0020560124472104313,SiH4,2024-01-17 11:15:00
298,train,1,0.002392530852519892,SiH4,2024-01-17 11:30:00
299,train,1,0.003578116639914475,SiH4,2024-01-17 11:45:00
300,train,1,0.006162708912482939,SiH4,2024-01-17 12:00:00
301,train,1,0.006314427239055842,SiH4,2024-01-17 12:15:00
302,train,1,0.005604456824512605,SiH4,2024-01-17 12:30:00
303,train,1,0.0062823725981620004,SiH4,2024-01-17 12:45:00
304,train,1,0.0065005175925823,SiH4,2024-01-17 13:00:00
305,train,1,0.0065805589577998536,SiH4,2024-01-17 13:15:00
306,train,1,0.005653490028490138,SiH4,2024-01-17 13:30:00
307,train,1,0.005059153175591469,SiH4,2024-01-17 13:45:00
308,train,1,0.003841030195381956,SiH4,2024-01-17 14:00:00
309,train,1,0.0056057303020866645,SiH4,2024-01-17 14:15:00
310,train,1,0.0053261872727474735,SiH4,2024-01-17 14:30:00
311,train,1,0.0038097142158985964,SiH4,2024-01-17 14:45:00
312,train,1,0.0052377563275654015,SiH4,2024-01-17 15:00:00
313,train,1,0.005058421994685869,SiH4,2024-01-17 15:15:00
314,train,1,0.005305187294243341,SiH4,2024-01-17 15:30:00
315,train,1,0.004903159814102498,SiH4,2024-01-17 15:45:00
316,train,1,0.00463405418620666,SiH4,2024-01-17 16:00:00
317,train,1,0.00268396828037476,SiH4,2024-01-17 16:15:00
318,train,1,0.0032416350274206973,SiH4,2024-01-17 16:30:00
319,train,1,0.0032876834049737624,SiH4,2024-01-17 16:45:00
320,train,1,0.0021415177035828403,SiH4,2024-01-17 17:00:00
321,train,1,0.000787122236757476,SiH4,2024-01-17 17:15:00
322,train,0,-0.0005872380973486191,SiH4,2024-01-17 17:30:00
323,train,0,-0.0010737333820387551,SiH4,2024-01-17 17:45:00
324,train,0,-0.002156530971102466,SiH4,2024-01-17 18:00:00
325,train,0,-0.0014380371898541355,SiH4,2024-01-17 18:15:00
326,train,0,-0.0012062325704926824,SiH4,2024-01-17 18:30:00
327,train,0,-0.0015045745704771463,SiH4,2024-01-17 18:45:00
328,train,0,-0.003403314917127087,SiH4,2024-01-18 08:45:00
329,train,0,-0.0007308565417197821,SiH4,2024-01-18 09:00:00
330,train,0,-0.0022108486342482525,SiH4,2024-01-18 09:15:00
331,train,0,-0.0031181927750809635,SiH4,2024-01-18 09:30:00
332,train,0,-0.002345444085498083,SiH4,2024-01-18 09:45:00
333,train,0,-0.0021138373341301753,SiH4,2024-01-18 10:00:00
334,train,1,0.00152181640451432,SiH4,2024-01-18 10:15:00
335,train,1,0.0012545937003851648,SiH4,2024-01-18 10:30:00
336,train,1,0.0009098979138926211,SiH4,2024-01-18 10:45:00
338,train,0,-0.0014853076471175175,SiH4,2024-01-18 11:15:00
339,train,1,0.0016523609909731007,SiH4,2024-01-18 11:30:00
340,train,1,0.003662109375,SiH4,2024-01-18 11:45:00
341,train,1,0.004476900743564549,SiH4,2024-01-18 12:00:00
342,train,1,0.0037781840341255535,SiH4,2024-01-18 12:15:00
343,train,1,0.004684100697065263,SiH4,2024-01-18 12:30:00
344,train,1,0.0039596712474627704,SiH4,2024-01-18 12:45:00
345,train,1,0.003905729883271869,SiH4,2024-01-18 13:00:00
346,train,1,0.004414668234354657,SiH4,2024-01-18 13:15:00
347,train,1,0.0033369178408699796,SiH4,2024-01-18 13:30:00
348,train,1,0.0033040624445626054,SiH4,2024-01-18 13:45:00
349,train,1,0.0034131583904963847,SiH4,2024-01-18 14:00:00
350,train,1,0.00329038476452137,SiH4,2024-01-18 14:15:00
351,train,1,0.004203871110864732,SiH4,2024-01-18 14:30:00
352,train,1,0.003859119943222078,SiH4,2024-01-18 14:45:00
353,train,1,0.0044806246256903215,SiH4,2024-01-18 15:00:00
354,train,1,0.004436508024533881,SiH4,2024-01-18 15:15:00
355,train,1,0.004091725621520936,SiH4,2024-01-18 15:30:00
356,train,1,0.003957783641160839,SiH4,2024-01-18 15:45:00
357,train,1,0.004170086285296026,SiH4,2024-01-18 16:00:00
358,train,1,0.00527291497840876,SiH4,2024-01-18 16:15:00
359,train,1,0.0022142754337211024,SiH4,2024-01-18 16:30:00
360,train,1,0.0010282833196966212,SiH4,2024-01-18 16:45:00
361,train,0,-0.0018202879364553892,SiH4,2024-01-18 17:00:00
362,train,0,-0.0010486114177226113,SiH4,2024-01-18 17:15:00
365,train,1,0.000607896016623144,SiH4,2024-01-18 18:00:00
369,train,0,-0.006730248543989736,SiH4,2024-01-19 08:45:00
370,train,0,-0.0063620269971232934,SiH4,2024-01-19 09:00:00
371,train,0,-0.006529871394736264,SiH4,2024-01-19 09:15:00
372,train,0,-0.007561353084236111,SiH4,2024-01-19 09:30:00
373,train,0,-0.008351308002875979,SiH4,2024-01-19 09:45:00
374,train,0,-0.007299270072992692,SiH4,2024-01-19 10:00:00
375,train,0,-0.006063696526954043,SiH4,2024-01-19 10:15:00
376,train,0,-0.00495939289042735,SiH4,2024-01-19 10:30:00
377,train,0,-0.004060846120560568,SiH4,2024-01-19 10:45:00
378,train,0,-0.004114404853001519,SiH4,2024-01-19 11:00:00
379,train,0,-0.006361591062740368,SiH4,2024-01-19 11:15:00
380,train,0,-0.00556553360384926,SiH4,2024-01-19 11:30:00
381,train,0,-0.0039044301972180895,SiH4,2024-01-19 11:45:00
382,train,0,-0.003388964199204425,SiH4,2024-01-19 12:00:00
383,train,0,-0.0016902410817543068,SiH4,2024-01-19 12:15:00
384,train,0,-0.002101143956153906,SiH4,2024-01-19 12:30:00
385,train,0,-0.0018029247445856544,SiH4,2024-01-19 12:45:00
388,train,0,-0.0021148708815672546,SiH4,2024-01-19 13:30:00
389,train,0,-0.0021473553038563464,SiH4,2024-01-19 13:45:00
390,train,0,-0.0016480151439229873,SiH4,2024-01-19 14:00:00
391,train,0,-0.0011140323514995387,SiH4,2024-01-19 14:15:00
392,train,0,-0.001292104794154314,SiH4,2024-01-19 14:30:00
393,train,1,0.0003904071388733943,SiH4,2024-01-19 14:45:00
394,train,1,0.0007810407926447382,SiH4,2024-01-19 15:00:00
397,train,0,-0.0010360616289561975,SiH4,2024-01-19 15:45:00
398,train,0,-0.001436525612472206,SiH4,2024-01-19 16:00:00
401,train,0,-0.0016926126366896277,SiH4,2024-01-19 16:45:00
402,train,0,-0.0006689485244110172,SiH4,2024-01-19 17:00:00
403,train,0,-0.0013477989663162049,SiH4,2024-01-19 17:15:00
404,train,0,-0.0012477440342237855,SiH4,2024-01-19 17:30:00
405,train,0,-0.0006355081835615062,SiH4,2024-01-19 17:45:00
406,train,0,-0.0005462714188564366,SiH4,2024-01-19 18:00:00
407,train,0,-0.0008582064599540473,SiH4,2024-01-19 18:15:00
410,train,0,-0.00694374784052787,SiH4,2024-01-22 08:45:00
411,train,0,-0.007287476460559605,SiH4,2024-01-22 09:00:00
412,train,0,-0.004327169718733925,SiH4,2024-01-22 09:15:00
413,train,0,-0.005550045135909287,SiH4,2024-01-22 09:30:00
414,train,0,-0.0016075196195537433,SiH4,2024-01-22 09:45:00
415,train,0,-0.0005478165597120332,SiH4,2024-01-22 10:00:00
416,train,0,-0.001296639914153519,SiH4,2024-01-22 10:15:00
417,train,0,-0.0006377265607518945,SiH4,2024-01-22 10:30:00
419,train,1,0.0008407129245600053,SiH4,2024-01-22 11:00:00
420,train,1,0.0008296801246763241,SiH4,2024-01-22 11:15:00
422,train,0,-0.0009180063588732912,SiH4,2024-01-22 11:45:00
423,train,0,-0.0011186182826972146,SiH4,2024-01-22 12:00:00
425,train,0,-0.0007606263982102845,SiH4,2024-01-22 12:30:00
427,train,1,0.0007948146738461226,SiH4,2024-01-22 13:00:00
428,train,1,0.0017481537927093171,SiH4,2024-01-22 13:15:00
429,train,1,0.0019839045932434907,SiH4,2024-01-22 13:30:00
430,train,1,0.0032436193853957462,SiH4,2024-01-22 13:45:00
431,train,1,0.0039286556140489814,SiH4,2024-01-22 14:00:00
432,train,1,0.0014673267770335396,SiH4,2024-01-22 14:15:00
433,train,1,0.0014905133866032205,SiH4,2024-01-22 14:30:00
434,train,0,-0.0009504109129535587,SiH4,2024-01-22 14:45:00
435,train,0,-0.0009060706735125601,SiH4,2024-01-22 15:00:00
439,train,1,0.0005824046592373122,SiH4,2024-01-22 16:00:00
440,train,1,0.0007169663361898948,SiH4,2024-01-22 16:15:00
441,train,1,0.0008290573393980871,SiH4,2024-01-22 16:30:00
442,train,1,0.000930055355101933,SiH4,2024-01-22 16:45:00
443,train,1,0.0004815445260706319,SiH4,2024-01-22 17:00:00
444,train,0,-0.0004922581222590594,SiH4,2024-01-22 17:15:00
445,train,1,0.0028433260197913146,SiH4,2024-01-22 17:30:00
446,train,1,0.0020031333930170536,SiH4,2024-01-22 17:45:00
447,train,1,0.001375838926174433,SiH4,2024-01-22 18:00:00
448,train,1,0.0011074692649313267,SiH4,2024-01-22 18:15:00
449,train,1,0.0008613457128474611,SiH4,2024-01-22 18:30:00
450,train,1,0.0012753532392852929,SiH4,2024-01-22 18:45:00
451,train,1,0.0013415315818894324,SiH4,2024-01-23 08:45:00
452,train,1,0.003168383340797165,SiH4,2024-01-23 09:00:00
453,train,1,0.004229465274747435,SiH4,2024-01-23 09:15:00
454,train,1,0.0052906502018947865,SiH4,2024-01-23 09:30:00
455,train,1,0.006803559819767324,SiH4,2024-01-23 09:45:00
456,train,1,0.007760196472026193,SiH4,2024-01-23 10:00:00
457,train,1,0.008459933128380115,SiH4,2024-01-23 10:15:00
458,train,1,0.0067585743106926,SiH4,2024-01-23 10:30:00
